6,0,C366,445,C2957,N29,6,1,46
6,0,C4174,137,C122,137,17,1,84
6,0,C443,N5766,C754,80,6,6,874
6,0,C4920,137,C122,137,17,1,84
6,0,C528,389,C1357,N10811,17,1,195
6,0,C5474,N441,C1841,N28,6,4,654
6,0,C5720,111,C20101,N10507,6,4,252
6,0,C5720,111,C20101,N10812,17,1,56
6,0,C5720,2049,C20101,N10508,6,4,248
6,0,C5720,2049,C20101,N231,6,9,1484
6,0,C5720,N1505,C20101,N10813,17,1,52
6,0,C5720,N1505,C20101,N10814,17,1,100
6,0,C586,N901,C2475,N10514,6,5,574
6,0,C754,80,C443,N5766,6,4,4387
6,15,C1357,N7751,C528,135,6,7,644
6,15,C528,135,C1357,N7751,6,5,504
6,2,C443,N2314,C754,80,6,7,882
6,2,C754,80,C443,N2314,6,4,4387
6,3,C443,N2285,C706,80,6,8,1146
6,3,C706,80,C443,N2285,6,5,4633
6,35,C1357,N10675,C528,N72,6,12,3696
6,35,C528,N72,C1357,N10675,6,10,1780
6,37,C1015,N33,C3668,N488,6,2,92
6,6,C2270,N10535,C5721,22,6,20,3356
6,6,C5721,22,C2270,N10535,6,18,2442
7,0,C1515,N10815,C586,389,17,1,193
7,0,C231,80,C443,N2315,6,5,4633
7,0,C443,N2315,C231,80,6,7,1100
7,0,C586,389,C1515,N10815,17,1,193
7,11,C3211,N2515,C1685,N1,6,6,1223
7,2,C231,80,C443,N2322,6,4,4387
7,2,C443,N2322,C231,80,6,7,882
7,30,C2584,N10630,C467,135,6,7,540
7,30,C2584,N1995,C467,N38,6,7,631
7,30,C3405,N7423,C467,N38,6,7,639
7,30,C3405,N7435,C467,135,6,7,540
7,30,C467,135,C2584,N10630,6,5,520
7,30,C467,135,C3405,N7435,6,5,520
7,30,C467,N38,C2584,N1995,6,6,772
7,30,C467,N38,C3405,N7423,6,5,516
7,52,C194,137,C4174,137,17,8,624
7,52,C194,137,C4920,137,17,8,624
7,52,C4174,137,C194,137,17,8,672
7,52,C4920,137,C194,137,17,8,672
7,59,C2026,2049,C26188,N251,6,49,6466
7,59,C26188,N251,C2026,2049,6,58,8992
7,6,C1685,N1,C3211,N2515,6,4,2753
7,9,C1340,N6942,C787,N36,6,3,144
8,0,C1222,N40,C3812,445,6,1,52
8,0,C1515,N7653,C529,389,17,1,192
8,0,C1515,N8012,C528,389,17,1,192
8,0,C1685,N1,C23396,N1053,6,5,424
8,0,C1707,N1,C23396,N3378,6,4,376
8,0,C23396,N1053,C1685,N1,6,6,430
8,0,C23396,N3378,C1707,N1,6,6,430
8,0,C3616,N44,C586,N17,1,2,120
8,0,C3812,445,C1222,N40,6,1,46
8,0,C4232,N9558,C706,80,6,7,2995
8,0,C528,389,C1515,N8012,17,1,195
8,0,C528,389,C3239,N10829,17,1,195
8,0,C528,88,C3239,N10825,17,1,1402
8,0,C528,88,C3239,N10830,17,1,1372
8,0,C529,389,C1515,N7653,17,1,193
8,0,C529,445,C1467,N10827,6,7,1429
8,0,C586,N17,C3616,N17,1,2,120
8,0,C706,80,C4232,N9558,6,4,511
8,1,C1467,N10827,C529,445,6,10,3963
8,1,C3173,N48,C2758,N1274,6,3,138
8,12,C1515,N620,C586,135,6,7,644
8,12,C3616,N8816,C586,445,6,17,4419
8,12,C586,135,C1515,N620,6,5,504
8,12,C586,445,C3616,N8816,6,14,2372
8,12,C586,445,C3616,N8816,6,15,2418
8,14,C3173,135,C2758,N9778,6,6,716
8,29,C357,N10826,C706,80,6,13,6628
8,29,C706,80,C357,N10826,6,10,4602
8,31,C586,N72,C1515,N10680,6,9,1552
8,32,C1515,N10680,C586,N72,6,11,3123
8,6,C1515,N10552,C586,389,6,20,5926
8,6,C586,389,C1515,N10552,6,23,24670
8,6,C586,389,C1515,N10552,6,25,27368
9,0,C1135,N9942,C529,445,6,1,52
9,0,C1322,N10828,C5030,443,6,6,1647
9,0,C1515,N3672,C528,88,6,5,2670
9,0,C1515,N3695,C528,88,6,6,1664
9,0,C1685,N1,C23396,N3379,6,5,2694
9,0,C23396,N3379,C1685,N1,6,7,1272
9,0,C5030,443,C1322,N10828,6,5,1493
9,0,C528,88,C1515,N3672,6,5,360
9,0,C528,88,C1515,N3695,6,6,1674
9,0,C529,445,C1135,N9942,6,1,46
9,1,C3173,N48,C2758,N1257,6,3,138
9,1,C706,80,C298,N2210,6,4,515
9,10,C2204,N10532,C1685,N1,6,6,1223
9,11,C161,N10553,C1707,N1,6,9,2741
9,11,C22442,N6411,C359,N337,6,19,2789
9,11,C359,N337,C22442,N6411,6,11,1496
9,2,C443,N2317,C706,80,6,7,882
9,2,C443,N610,C754,80,6,7,920
9,2,C706,80,C443,N2317,6,4,4387
9,2,C754,80,C443,N610,6,4,4387
9,3,C1515,N10509,C529,389,6,11,2877
9,3,C529,389,C1515,N10509,6,9,3220
9,44,C1515,N10736,C586,445,6,136,28268
9,44,C586,445,C1515,N10736,6,132,73554
9,44,C586,445,C1515,N10736,6,139,80399
9,5,C1685,N1,C2204,N10532,6,4,2752
9,6,C1707,N1,C161,N10553,6,6,2979
9,60,C5474,N8052,C1841,N28,6,4,392
9,61,C298,N2210,C706,80,6,8,3044
10,0,C1515,N3694,C528,389,6,14,3747
10,0,C528,389,C1515,N3694,6,13,7034
10,1,C231,80,C443,N2290,6,4,4387
10,1,C443,N2290,C231,80,6,7,920
10,14,C247,N6153,C467,445,6,13,4266
10,14,C467,445,C247,N6153,6,9,1654
10,5,C3238,N10831,C706,80,6,14,7786
10,5,C706,80,C3238,N10831,6,10,4587
10,60,C23382,N916,C5736,2049,6,12,1584
10,60,C2695,N141,C5721,445,6,8,728
10,60,C5721,445,C2695,N141,6,4,584
10,60,C5736,2049,C23382,N916,6,6,1152
11,0,C1515,N10515,C529,389,6,12,3558
11,0,C1685,N1,C23396,N3380,6,4,445
11,0,C23396,N3380,C1685,N1,6,6,932
11,0,C443,N2335,C754,80,6,6,836
11,0,C529,389,C1515,N10515,6,10,4035
11,0,C529,389,C1515,N10515,6,11,4287
11,0,C706,80,C132,N3636,6,4,515
11,0,C754,80,C443,N2335,6,4,4387
11,1,C1515,N10511,C529,389,6,10,3121
11,1,C231,80,C443,N10539,6,4,4387
11,1,C443,N10539,C231,80,6,7,882
11,1,C529,389,C1515,N10511,6,9,1901
11,10,C4529,N10540,C1707,N1,6,6,1209
11,2,C443,N10542,C754,80,6,7,920
11,2,C443,N2336,C706,80,6,7,920
11,2,C706,80,C443,N2336,6,4,4387
11,2,C754,80,C443,N10542,6,4,4387
11,23,C1295,N10635,C1685,N1,6,23082,1062269
11,23,C1685,N1,C1295,N10635,6,43461,60405062
11,23,C1685,N1,C1295,N10635,6,43542,60517652
11,5,C1707,N1,C4529,N10540,6,4,2751
11,60,C132,N3636,C706,80,6,8,3005
11,60,C22112,N147,C23640,N147,17,3,282
12,0,C3544,N10851,C706,80,6,7,2950
12,0,C706,80,C3544,N10851,6,4,511
12,1,C231,80,C443,N1135,6,4,4387
12,1,C443,N1135,C231,80,6,7,920
12,10,C1638,N10574,C1707,N1,6,6,1255
12,50,C2270,N10852,C5721,22,6,16,3092
12,50,C5721,22,C2270,N10852,6,15,2246
12,6,C1707,N1,C1638,N10574,6,4,2755
12,60,C13488,N147,C22112,N147,17,3,282
12,60,C22112,N147,C13488,N147,17,3,282
12,60,C22112,N147,C22976,N147,17,3,282
13,0,C443,N10534,C754,80,6,6,836
13,0,C443,N10853,C706,80,6,4,362
13,0,C706,80,C443,N10853,6,2,1497
13,0,C754,80,C443,N10534,6,4,4387
13,1,C231,80,C443,N3590,6,4,4387
13,1,C443,N3590,C231,80,6,7,882
13,38,C1015,N33,C1392,N1436,6,2,92
14,0,C1173,445,C5301,N173,6,1,46
14,0,C3101,N10854,C467,389,17,1,236
14,0,C3101,N10855,C586,88,17,1,1396
14,0,C467,389,C3101,N10854,17,1,193
14,0,C5301,N173,C1173,445,6,1,52
14,0,C586,88,C3101,N10855,17,1,1391
14,0,C7954,N10864,C5721,137,17,1,78
14,10,C1233,N10578,C1685,N1,6,6,1223
14,13,C1065,445,C980,N10615,6,9,1653
14,13,C1515,N10594,C529,135,6,8,1300
14,13,C1515,N1899,C529,N38,6,7,795
14,13,C529,135,C1515,N10594,6,6,788
14,13,C529,N38,C1515,N1899,6,5,664
14,13,C980,N10615,C1065,445,6,13,4233
14,38,C1015,N33,C4854,N1492,6,2,92
14,6,C1685,N1,C1233,N10578,6,4,2752
14,60,C21060,1433,C1376,N174,6,5,248
15,0,C1065,N17,C3662,N17,1,2,120
15,0,C231,80,C443,N3591,6,3,2942
15,0,C25515,N10504,C7632,N77,6,1,48
15,0,C3101,N10856,C586,88,17,1,1396
15,0,C3101,N10857,C586,88,17,1,1396
15,0,C3101,N44,C467,N17,1,2,120
15,0,C3101,N5854,C467,389,6,11,3153
15,0,C3101,N6867,C467,389,6,9,2716
15,0,C3101,N6869,C467,389,6,9,2716
15,0,C3101,N7136,C467,389,6,9,2716
15,0,C3662,N10850,C586,389,17,1,193
15,0,C3662,N10865,C586,88,17,1,1409
15,0,C3662,N10866,C586,88,17,1,1406
15,0,C3662,N44,C1065,N17,1,2,120
15,0,C443,N215,C754,80,6,5,618
15,0,C467,389,C3101,N5854,6,10,4175
15,0,C467,389,C3101,N6867,6,8,1789
15,0,C467,389,C3101,N6869,6,8,1779
15,0,C467,389,C3101,N7136,6,7,1733
15,0,C467,N17,C3101,N17,1,2,120
15,0,C586,389,C3662,N10850,17,1,193
15,0,C586,88,C3101,N10856,17,1,1391
15,0,C586,88,C3101,N10857,17,1,1391
15,0,C586,88,C3662,N10865,17,1,1382
15,0,C754,80,C443,N215,6,3,2942
15,1,C1905,N8304,C706,80,6,7,2972
15,1,C2270,N10536,C5720,443,6,12,1382
15,1,C5720,443,C2270,N10536,6,10,1665
15,1,C706,80,C1905,N8304,6,4,511
15,10,C3101,N10576,C467,135,6,8,859
15,10,C3101,N9992,C467,N38,6,7,871
15,10,C467,135,C3101,N10576,6,6,800
15,10,C467,N38,C3101,N9992,6,5,436
15,11,C3101,N5851,C467,445,6,264,42020
15,11,C467,445,C3101,N5851,6,270,65900
15,12,C1065,445,C1277,N10620,6,9,1653
15,12,C1277,N10620,C1065,445,6,13,4233
15,2,C1065,445,C3662,N5657,6,11,1476
15,2,C3662,N5657,C1065,445,6,12,3821
15,60,C20101,N6818,C25374,N1446,17,4,336
15,60,C25374,N1446,C20101,N6818,17,4,224
15,60,C443,N3591,C231,80,6,6,664
16,0,C2270,N10531,C5720,443,6,12,1383
16,0,C3662,N10867,C586,88,17,1,1410
16,0,C3662,N44,C625,N17,1,2,120
16,0,C4835,N6794,C706,80,6,1,46
16,0,C5720,443,C2270,N10531,6,10,1791
16,0,C586,88,C3662,N10866,17,1,1401
16,0,C586,88,C3662,N10867,17,1,1384
16,0,C625,N17,C3662,N17,1,2,120
16,1,C3662,N5328,C625,445,6,15,4133
16,1,C625,445,C3662,N5328,6,13,2073
16,10,C1167,N32,C1707,N1,6,12,7074
16,10,C3277,N10584,C1707,N1,6,6,1155
16,11,C5215,N10585,C1707,N1,6,9,3005
16,11,C5530,N10572,C1707,N1,6,10,3782
16,2,C528,445,C2775,N10142,6,3,270
16,29,C3101,N10696,C467,N38,6,7,631
16,29,C3101,N10698,C467,135,6,7,540
16,29,C467,135,C3101,N10698,6,5,520
16,29,C467,N38,C3101,N10696,6,5,548
16,38,C1015,N33,C3224,N1494,6,2,92
16,5,C1707,N1,C3277,N10584,6,4,2576
16,6,C1707,N1,C1167,N32,6,7,3026
16,6,C1707,N1,C5215,N10585,6,6,2975
16,6,C1707,N1,C5530,N10572,6,6,2976
17,0,C1707,N1,C676,N4806,6,4,413
17,0,C1707,N1,C676,N4807,6,4,414
17,0,C1823,N162,C2127,445,6,1,52
17,0,C2127,445,C1823,N162,6,1,46
17,0,C3670,N44,C612,N17,1,2,120
17,0,C4343,N5566,C467,445,6,1,46
17,0,C467,445,C4343,N5566,6,1,46
17,0,C612,N17,C3670,N17,1,2,120
17,0,C676,N4806,C1707,N1,6,5,847
17,0,C676,N4807,C1707,N1,6,4,801
17,0,C7954,N10868,C5721,137,17,1,78
17,1,C930,N693,C5721,445,6,2,178
17,12,C3670,N7057,C612,445,6,17,4347
17,12,C612,445,C3670,N7057,6,15,2418
17,15,C2619,N10573,C1707,N1,6,6,1213
17,5,C1707,N1,C2619,N10573,6,4,2755
17,62,C3173,445,C4639,N1997,6,259,27250
18,10,C1354,N10583,C1685,N1,6,6,1222
18,11,C24451,137,C4174,137,17,9,756
18,14,C1508,N5484,C2109,445,6,13,4220
18,5,C1685,N1,C1354,N10583,6,4,2752
19,0,C1344,N5182,C585,445,6,1,52
19,0,C3935,N10393,C706,80,6,1,46
19,1,C3173,N48,C4639,N10581,6,3,138
19,10,C1384,N5787,C1685,N1,6,6,1181
19,12,C3202,N10613,C1707,N1,6,9,2969
19,13,C2109,445,C1508,N5484,6,9,1653
19,13,C3173,135,C4639,N10614,6,6,716
19,31,C4891,N1814,C5721,445,6,5,620
19,38,C1015,N33,C732,N42,6,2,92
19,6,C1685,N1,C1384,N5787,6,4,2752
19,60,C5571,N897,C12166,161,17,4,428
19,69,C195,N60,C5721,445,6,635,129470
19,7,C1707,N1,C3202,N10613,6,6,2975
20,0,C16054,N77,C19924,N10869,6,1,46
20,0,C19924,N10869,C16054,N77,6,1,64
20,0,C4249,N3352,C706,80,6,1,46
20,0,C7954,N10889,C5721,137,17,1,78
20,1,C3173,N48,C4639,N10586,6,3,138
20,1,C5474,N217,C1970,N28,6,2,196
20,1,C706,80,C919,N10879,6,7,4122
20,16,C528,445,C4915,N10894,6,9,2359
20,60,C919,N10879,C706,80,6,9,3630
21,0,C11573,111,C5736,N10890,17,1,56
21,0,C1685,N1,C4915,N9053,6,4,413
21,0,C1685,N1,C4915,N9058,6,4,414
21,0,C2109,389,C4093,N10891,17,1,195
21,0,C4093,N10243,C467,389,6,12,3434
21,0,C4093,N10891,C2109,389,17,1,236
21,0,C467,389,C4093,N10243,6,12,7454
21,0,C4915,N9053,C1685,N1,6,5,856
21,0,C4915,N9058,C1685,N1,6,5,856
21,0,C5736,N10890,C11573,111,17,1,84
21,0,C706,80,C1624,N9508,6,4,511
21,38,C1015,N33,C4773,N34,6,2,92
21,60,C1624,N9508,C706,80,6,8,2998
21,9,C1822,N7187,C3319,N46,6,3,144
21,9,C1822,N7942,C2486,N46,6,3,144
22,0,C25515,N10527,C7632,N77,6,1,48
22,0,C3173,445,C1744,N803,6,1,79
22,0,C936,N10427,C706,80,6,1,46
22,11,C1487,N10364,C1707,N1,6,9,2418
22,56,C4174,137,C194,137,17,8,672
22,6,C1707,N1,C1487,N10364,6,6,2979
22,60,C4369,N1486,C5721,445,6,34,4316
22,60,C5721,445,C4369,N1486,6,32,3568
22,9,C3538,N2705,C4116,N46,6,3,144
23,0,C1065,389,C5713,N10892,17,1,117
23,0,C1707,N1,C3407,N10579,6,4,409
23,0,C1707,N1,C3407,N10580,6,4,410
23,0,C25515,N6454,C7632,N77,6,1,48
23,0,C3407,N10579,C1707,N1,6,5,852
23,0,C3407,N10580,C1707,N1,6,5,852
23,0,C5713,N10892,C1065,389,17,1,80
23,10,C191,N10617,C1707,N1,6,6,1222
23,10,C24451,137,C4920,137,17,6,468
23,11,C3928,N10607,C1685,N1,6,9,2934
23,29,C23679,N44,C11539,N17,1,30,2520
23,30,C5478,443,C443,N10562,6,20,8443
23,34,C4468,N918,C5721,445,6,4,278
23,34,C5721,445,C4468,N918,6,2,186
23,5,C1707,N1,C191,N10617,6,4,2755
23,6,C1685,N1,C3928,N10607,6,6,2972
23,61,C5720,445,C8998,2010,6,3,279
23,61,C5720,445,C8998,N55,6,3,279
23,61,C8998,2010,C5720,445,6,6,417
23,61,C8998,N55,C5720,445,6,6,417
23,9,C1340,N10893,C787,N36,6,3,144
23,9,C3538,2601,C24735,N46,6,3,144
23,9,C3871,N10895,C23147,N342,6,3,144
24,0,C2629,N3140,C706,80,6,1,46
24,0,C706,80,C5211,N10901,6,4,511
24,1,C3173,N48,C1554,N10582,6,2,92
24,12,C1556,N10651,C2109,445,6,13,4240
24,12,C2109,445,C1556,N10651,6,9,1653
24,14,C3173,135,C1554,N10652,6,6,716
24,60,C5211,N10901,C706,80,6,8,2982
25,0,C1229,N10570,C1707,N1,6,5,857
25,0,C1229,N10571,C1707,N1,6,5,857
25,0,C1707,N1,C1229,N10570,6,4,414
25,0,C1707,N1,C1229,N10571,6,4,413
25,0,C2117,N4141,C5721,445,6,8,960
25,0,C706,80,C993,N10900,6,4,515
25,1,C3173,N48,C1538,N1696,6,3,138
25,10,C159,N10634,C1707,N1,6,6,1222
25,10,C3718,N8224,C1707,N1,6,6,1223
25,12,C2767,N10659,C529,445,6,13,4233
25,12,C3173,135,C1538,N10660,6,6,716
25,12,C529,445,C2767,N10659,6,9,1653
25,30,C4254,N5796,C612,135,6,10,978
25,30,C4254,N6002,C612,N197,6,10,1077
25,30,C612,135,C4254,N5796,6,7,1080
25,30,C612,N197,C4254,N6002,6,7,1060
25,6,C1707,N1,C159,N10634,6,4,2755
25,6,C1707,N1,C3718,N8224,6,4,2755
25,60,C993,N10900,C706,80,6,8,3044
25,61,C2086,N1488,C5721,445,6,42,9102
26,0,C1219,N4642,C1685,N1,6,5,856
26,0,C1219,N4774,C1685,N1,6,5,856
26,0,C1685,N1,C1219,N4642,6,4,413
26,0,C1685,N1,C1219,N4774,6,4,414
26,0,C1685,N1,C5225,N10612,6,4,409
26,0,C1685,N1,C5225,N305,6,4,410
26,0,C3173,N48,C1554,N10582,6,1,46
26,0,C3921,N8450,C706,80,6,1,46
26,0,C5225,N10612,C1685,N1,6,5,853
26,0,C5225,N305,C1685,N1,6,5,853
26,1,C3173,N48,C1538,N10611,6,3,138
26,1,C3173,N48,C1554,N10621,6,3,138
26,11,C421,N8133,C1707,N1,6,9,3062
26,12,C1685,N1,C2893,N10681,6,32856,45653426
26,12,C1685,N1,C2893,N10681,6,32912,45731266
26,12,C2893,N10681,C1685,N1,6,17412,801967
26,20,C1581,1433,C368,N8547,6,4,190
26,20,C368,N8547,C1581,1433,6,4,190
26,38,C1015,N33,C459,N156,6,2,92
26,6,C1707,N1,C421,N8133,6,6,2975
26,71,C3173,445,C1185,N363,6,318,33443
27,0,C2109,389,C5661,N9018,6,1,46
27,0,C2320,N10592,C467,139,6,4,216
27,0,C2320,N10903,C467,88,17,1,198
27,0,C2320,N10904,C467,88,17,1,276
27,0,C2320,N10905,C467,88,17,1,1386
27,0,C2320,N10906,C467,88,17,1,1396
27,0,C467,139,C2320,N10592,6,2,112
27,0,C467,88,C2320,N10903,17,1,430
27,0,C467,88,C2320,N10904,17,1,1398
27,0,C467,88,C2320,N10905,17,1,1404
27,0,C467,88,C2320,N10906,17,1,1376
27,0,C528,389,C2016,N10902,17,1,195
27,0,C5661,N9018,C2109,389,6,1,64
27,1,C2320,N10591,C467,445,6,19,5423
27,1,C467,445,C2320,N10591,6,14,2501
27,1,C467,445,C2320,N10591,6,15,2561
27,13,C528,135,C2016,N10656,6,6,792
27,13,C528,N72,C2016,N10661,6,5,664
27,2,C4254,N6144,C625,445,6,22,4713
27,2,C625,445,C4254,N6144,6,25,17206
27,55,C24450,137,C4174,137,17,9,702
27,60,C3774,N303,C22620,161,17,4,428
27,70,C3173,445,C1744,N252,6,407,42791
28,0,C1065,389,C5753,N10931,17,1,191
28,0,C1065,389,C5753,N10933,17,1,117
28,0,C20510,N1583,C7632,N77,6,1,48
28,0,C3611,N10616,C457,389,6,15,5498
28,0,C3611,N10618,C612,389,6,12,4653
28,0,C3611,N10619,C612,389,6,13,5310
28,0,C3611,N10934,C612,389,17,1,192
28,0,C3611,N524,C612,389,6,11,4873
28,0,C457,389,C3611,N10616,6,12,6981
28,0,C4847,N2167,C706,80,6,7,2951
28,0,C528,N17,C3701,N17,1,2,120
28,0,C5753,N10931,C1065,389,17,1,108
28,0,C5753,N10933,C1065,389,17,1,80
28,0,C612,389,C3611,N10618,6,8,3174
28,0,C612,389,C3611,N10619,6,10,4241
28,0,C612,389,C3611,N10934,17,1,193
28,0,C612,389,C3611,N524,6,9,1901
28,0,C706,80,C2798,N5856,6,4,515
28,0,C706,80,C4847,N2167,6,4,511
28,10,C426,N10657,C1707,N1,6,9,3017
28,11,C528,445,C3701,N10653,6,15,2418
28,12,C3611,N10654,C457,445,6,15,7720
28,12,C457,445,C3611,N10654,6,10,2405
28,15,C3611,N10708,C529,N197,6,7,1499
28,15,C3611,N4598,C529,135,6,8,1300
28,15,C529,135,C3611,N4598,6,6,884
28,15,C529,N197,C3611,N10708,6,6,1888
28,35,C467,445,C2320,N332,6,2,1168
28,36,C3611,N10780,C586,445,6,87,22251
28,36,C586,445,C3611,N10780,6,80,19232
28,6,C1707,N1,C426,N10657,6,6,2975
28,60,C2588,N20,C8553,N877,6,4,209
28,60,C2798,N5856,C706,80,6,8,3005
28,9,C1670,N10932,C3371,N46,6,3,144
29,0,C5720,445,C542,N1135,6,1,46
29,1,C706,80,C2385,N10935,6,4,515
29,10,C278,N10033,C1685,N1,6,6,1223
29,5,C1685,N1,C278,N10033,6,4,2752
29,61,C2385,N10935,C706,80,6,8,2995
30,0,C542,N1135,C5720,445,6,1,46
30,60,C2645,N882,C2588,N20,6,3,138
31,0,C20473,N345,C2519,445,6,1,52
31,0,C2519,445,C20473,N345,6,1,46
31,0,C3714,N44,C586,N17,1,2,120
31,0,C586,N17,C3714,N17,1,2,120
31,11,C3714,N10679,C586,445,6,14,3963
